order_id,order_creation_ts,promised_by_ts,metro,retailer,store_id,store_lat,store_lon,customer_id,customer_lat,customer_lon,order_type,delivery_type,on_time_flag,basket_size,total_cost,revenue,markup,shopper_id,shopper_rating,preferred_shopper,base_pay,promo_pay,incentive_pay,total_shopper_pay
O1774,2026-08-10 08:15:30.409360,2026-08-11 08:15:30.409360,Los Angeles,Publix,S58,33.99246349294503,-118.30824785168676,C1398,33.9436783318602,-118.29376592061122,delivery_only,next_day,1,12,105.5,14.93,6.19,SH65,5.0,0,7.08,0,0,7.08
O1775,2026-08-10 08:02:34.686344,2026-08-10 10:02:34.686344,Austin,Walgreens,S105,30.30142870336481,-97.77137064374077,C784,30.230996106921545,-97.74053612572506,shop_and_deliver,on_demand,1,11,47.34,6.05,2.59,SH94,5.0,0,8.96,0,0,8.96
O1776,2026-08-10 17:45:38.607075,2026-08-11 17:45:38.607075,San Francisco,Meijer,S47,37.769684148457955,-122.45318714753398,C2342,37.76447062322963,-122.46752741532312,shop_and_deliver,next_day,1,5,69.47,7.04,2.79,SH45,4.36,0,6.46,1,0,7.46
O1777,2026-08-10 15:37:25.813650,2026-08-10 17:37:25.813650,Birmingham,Petco,S7,33.539746671732985,-86.79030243111211,C944,33.618362517935815,-86.78807667578128,shop_and_deliver,on_demand,1,17,93.35,10.4,3.33,SH12,4.97,0,10.74,0,0,10.74
O1778,2026-08-10 11:37:09.949274,2026-08-11 11:37:09.949274,San Francisco,Walgreens,S35,37.7948106827941,-122.40844426547507,C1743,37.79991131139688,-122.44778712339604,shop_and_deliver,next_day,1,7,86.02,11.45,3.22,SH36,4.32,0,7.8,0,0,7.8
O1779,2026-08-10 11:07:14.565016,2026-08-10 13:07:14.565016,Austin,Kroger,S125,30.316008528599824,-97.79292789453066,C1313,30.312141286520195,-97.8590982616945,shop_and_deliver,on_demand,0,7,94.13,12.4,3.57,SH85,4.5,0,5.64,2,0,7.64
O1780,2026-08-10 15:34:55.638920,2026-08-10 19:34:55.638920,Austin,Walgreens,S112,30.30759337545154,-97.68394146611278,C2213,30.227577810230283,-97.65219420457525,shop_and_deliver,same_day,1,7,38.54,5.13,2.0,SH97,4.75,0,5.58,0,1,6.58
O1781,2026-08-10 12:30:20.009468,2026-08-10 16:30:20.009468,Los Angeles,Walgreens,S77,34.191825805386635,-118.22621196391788,C269,34.2319143640786,-118.31442560822319,shop_and_deliver,same_day,1,10,122.84,17.54,6.76,SH61,4.66,0,8.48,0,0,8.48
O1782,2026-08-10 12:32:48.710259,2026-08-10 14:32:48.710259,Birmingham,Walgreens,S19,33.56456505385718,-86.82387194259158,C2759,33.55314099851821,-86.77771814771192,shop_and_deliver,on_demand,1,2,18.38,2.42,0.82,SH6,4.84,0,4.68,0,0,4.68
O1783,2026-08-10 13:01:46.670281,2026-08-10 15:01:46.670281,Los Angeles,Kroger,S56,34.011288880713785,-118.10216537518372,C681,33.94886325152704,-118.07571937883316,shop_and_deliver,on_demand,1,16,139.44,16.67,4.56,SH58,4.41,0,7.72,2,0,9.719999999999999
O1784,2026-08-10 14:15:20.871780,2026-08-10 16:15:20.871780,San Francisco,Petco,S28,37.723846077241575,-122.36097356760793,C1644,37.696261368859226,-122.38406406675209,shop_and_deliver,on_demand,1,12,59.31,6.81,2.85,SH41,4.55,0,9.11,0,1,10.11
O1785,2026-08-10 09:27:37.296777,2026-08-11 09:27:37.296777,San Francisco,Kroger,S48,37.822007079818796,-122.41467893097011,C241,37.83104998440674,-122.41393930141183,shop_and_deliver,next_day,1,14,104.46,8.66,4.34,SH45,4.36,0,8.28,0,0,8.28
O1786,2026-08-10 15:39:51.775289,2026-08-10 17:39:51.775289,Birmingham,Lowe's,S1,33.57197773763484,-86.86738173782409,C596,33.55854741340096,-86.82186787638112,shop_and_deliver,on_demand,1,9,52.38,7.37,3.6,SH4,4.61,0,7.57,0,0,7.57
O1787,2026-08-10 11:29:44.419265,2026-08-10 13:29:44.419265,Austin,Walgreens,S105,30.30142870336481,-97.77137064374077,C1179,30.323690747536222,-97.75715226444908,shop_and_deliver,on_demand,1,8,106.67,11.41,3.55,SH91,4.74,0,7.63,0,0,7.63
O1788,2026-08-10 12:42:00.516815,2026-08-11 12:42:00.516815,San Francisco,Walgreens,S26,37.75771039920323,-122.44568785883752,C1352,37.766788630809806,-122.50702436004256,shop_and_deliver,next_day,1,18,91.79,12.03,5.37,SH36,4.32,0,8.35,0,2,10.35
O1789,2026-08-10 10:00:41.241520,2026-08-10 12:00:41.241520,San Francisco,Petco,S28,37.723846077241575,-122.36097356760793,C1089,37.77012293909179,-122.35918402143909,shop_and_deliver,on_demand,0,17,93.11,8.79,3.16,SH29,4.44,1,8.56,2,1,11.56
O1790,2026-08-10 08:08:50.840093,2026-08-10 10:08:50.840093,Austin,Lowe's,S100,30.359923995417848,-97.67249810890652,C1225,30.31040866647844,-97.6669135558877,shop_and_deliver,on_demand,1,2,25.72,3.34,1.62,SH96,5.0,0,5.27,0,0,5.27
O1791,2026-08-10 14:24:36.211420,2026-08-10 16:24:36.211420,Los Angeles,Kroger,S97,34.04318335419728,-118.30983189746098,C2957,34.07903740588324,-118.34271363119817,shop_and_deliver,on_demand,1,8,104.75,9.51,6.93,SH58,4.41,0,7.71,0,0,7.71
O1792,2026-08-10 11:49:18.656200,2026-08-10 13:49:18.656200,Austin,Lowe's,S118,30.239238128282253,-97.81768789746963,C2226,30.23715440962255,-97.72101813074696,shop_and_deliver,on_demand,0,35,268.4,30.02,14.21,SH86,4.37,0,14.79,0,0,14.79
O1793,2026-08-10 10:21:20.461844,2026-08-10 12:21:20.461844,Birmingham,Lowe's,S21,33.5802112594271,-86.81944425599345,C751,33.63439509071577,-86.83788596253544,delivery_only,on_demand,1,14,163.05,19.03,10.86,SH23,4.48,0,8.53,0,0,8.53
O1794,2026-08-10 10:11:07.495976,2026-08-10 12:11:07.495976,San Francisco,Lowe's,S43,37.78743008551334,-122.4146190690438,C1625,37.74755295486315,-122.42568832902084,shop_and_deliver,on_demand,1,11,53.96,6.06,2.55,SH28,5.0,0,8.76,1,0,9.76
O1795,2026-08-10 11:30:15.096904,2026-08-10 13:30:15.096904,Los Angeles,Petco,S62,34.04903582808327,-118.09800486376682,C1850,34.07975014515087,-118.05574472970393,shop_and_deliver,on_demand,0,22,256.54,36.51,15.71,SH53,4.92,1,11.19,0,0,11.19
O1796,2026-08-10 12:39:19.122986,2026-08-10 16:39:19.122986,Birmingham,Petco,S8,33.50635010335558,-86.84797875476436,C294,33.49463825307561,-86.84251525303675,delivery_only,same_day,1,16,115.96,13.37,7.42,SH19,4.44,1,8.78,0,0,8.78
O1797,2026-08-10 11:43:13.533292,2026-08-10 13:43:13.533292,San Francisco,Kroger,S27,37.74801990184271,-122.44384717931551,C2815,37.71275058698321,-122.42371237487598,shop_and_deliver,on_demand,1,7,73.59,8.65,4.99,SH40,4.14,0,6.5,0,0,6.5
O1798,2026-08-10 14:57:22.570882,2026-08-10 18:57:22.570882,Birmingham,Meijer,S5,33.438754084224875,-86.77044022099197,C197,33.44657052612613,-86.77350497224742,delivery_only,same_day,1,9,70.64,8.35,2.5,SH4,4.61,0,8.32,3,2,13.32
O1799,2026-08-10 12:10:59.951924,2026-08-10 14:10:59.951924,Birmingham,Walgreens,S2,33.536358527155464,-86.87231664472036,C2056,33.510582498633205,-86.79155000429493,shop_and_deliver,on_demand,1,15,214.29,23.36,11.78,SH9,4.53,0,9.98,0,0,9.98
O1800,2026-08-10 14:11:40.257013,2026-08-10 16:11:40.257013,San Francisco,Walgreens,S35,37.7948106827941,-122.40844426547507,C1750,37.849839271507335,-122.38288246798953,shop_and_deliver,on_demand,1,15,87.95,12.89,3.24,SH41,4.55,0,9.78,1,0,10.78
O1801,2026-08-10 14:09:35.636859,2026-08-10 16:09:35.636859,Austin,Meijer,S117,30.217250272103172,-97.83533305311411,C336,30.26001078895554,-97.75709968681204,delivery_only,on_demand,1,25,316.13,25.49,9.84,SH85,4.5,0,9.87,0,0,9.87
O1802,2026-08-10 09:18:01.340020,2026-08-11 09:18:01.340020,San Francisco,Lowe's,S41,37.822391631480826,-122.42235557321814,C33,37.81619451816937,-122.45274201547875,delivery_only,next_day,1,27,332.63,31.85,11.98,SH29,4.44,1,12.63,0,0,12.63
O1803,2026-08-10 13:21:11.367108,2026-08-10 17:21:11.367108,Austin,Publix,S124,30.32623723895374,-97.78893354974758,C1711,30.27491166501647,-97.8166056860948,shop_and_deliver,same_day,1,16,162.06,24.14,8.03,SH97,4.75,0,7.88,0,0,7.88
O1804,2026-08-10 16:27:13.773135,2026-08-10 20:27:13.773135,San Francisco,Kroger,S24,37.720327274669266,-122.4403603603084,C2010,37.72721715478384,-122.4186907955231,delivery_only,same_day,1,4,35.83,3.03,2.2,SH29,4.44,1,6.18,2,0,8.18
O1805,2026-08-10 17:02:05.857891,2026-08-10 19:02:05.857891,Austin,Kroger,S113,30.34452342979013,-97.83757664562526,C264,30.345052589348306,-97.82761422320553,shop_and_deliver,on_demand,1,11,51.58,7.24,2.79,SH84,4.44,0,9.22,0,0,9.22
O1806,2026-08-10 12:38:00.455714,2026-08-11 12:38:00.455714,San Francisco,Publix,S45,37.798274191964765,-122.37374385931817,C2605,37.800150180103046,-122.3556134033203,delivery_only,next_day,1,18,182.76,20.67,11.95,SH32,4.68,0,8.36,0,0,8.36
O1807,2026-08-10 17:19:26.423698,2026-08-10 19:19:26.423698,San Francisco,Publix,S31,37.809721064863744,-122.40668480302628,C2154,37.856827994371464,-122.39066568773542,shop_and_deliver,on_demand,1,10,144.92,20.4,7.73,SH37,4.89,0,6.68,0,0,6.68
O1808,2026-08-10 15:33:20.500658,2026-08-10 19:33:20.500658,Austin,Walgreens,S99,30.2333500609341,-97.7325470066329,C2347,30.22850628735736,-97.74509052354283,shop_and_deliver,same_day,1,13,79.57,11.78,5.25,SH100,4.9,1,9.49,0,0,9.49
O1809,2026-08-10 10:30:20.201764,2026-08-10 12:30:20.201764,Birmingham,Walgreens,S2,33.536358527155464,-86.87231664472036,C111,33.55985695048924,-86.87485939236707,shop_and_deliver,on_demand,0,18,197.75,20.4,8.3,SH25,4.31,0,10.08,0,0,10.08
O1810,2026-08-10 13:48:11.665540,2026-08-11 13:48:11.665540,San Francisco,Walgreens,S26,37.75771039920323,-122.44568785883752,C2603,37.75948306109214,-122.4414522674162,shop_and_deliver,next_day,1,15,205.89,18.58,12.28,SH46,3.86,0,8.5,0,0,8.5
O1811,2026-08-10 12:08:04.220170,2026-08-10 16:08:04.220170,Los Angeles,Walgreens,S63,34.08000901716382,-118.3694440021002,C1705,34.08544451635624,-118.14164199970462,shop_and_deliver,same_day,1,27,350.96,38.6,13.56,SH53,4.92,1,12.61,3,0,15.61
O1812,2026-08-10 16:08:12.536866,2026-08-11 16:08:12.536866,Austin,Meijer,S98,30.241231740051088,-97.84000867669423,C569,30.269639611090994,-97.86195754673841,shop_and_deliver,next_day,1,19,254.56,25.37,8.21,SH95,4.55,1,10.29,1,0,11.29
O1813,2026-08-10 16:10:03.097987,2026-08-10 20:10:03.097987,Birmingham,Lowe's,S21,33.5802112594271,-86.81944425599345,C1843,33.60308382868484,-86.88603651820505,shop_and_deliver,same_day,1,11,93.2,10.21,5.89,SH7,5.0,0,8.91,0,1,9.91
O1814,2026-08-10 11:26:58.167969,2026-08-10 15:26:58.167969,Los Angeles,Meijer,S91,34.079161254268165,-118.1000321425175,C2815,34.13177292978993,-118.14154581794999,delivery_only,same_day,0,29,184.42,19.11,6.48,SH73,4.63,1,11.77,2,0,13.77
O1815,2026-08-10 16:30:58.407783,2026-08-10 18:30:58.407783,San Francisco,Lowe's,S39,37.719752030744615,-122.3941204532377,C2936,37.75072585801828,-122.37553869336521,delivery_only,on_demand,1,13,79.44,8.79,5.4,SH35,4.82,1,6.93,0,0,6.93
O1816,2026-08-10 14:23:33.173428,2026-08-10 16:23:33.173428,San Francisco,CVS,S32,37.75791588742531,-122.46549571285698,C1974,37.712766201210925,-122.4966699193369,delivery_only,on_demand,1,6,64.12,7.11,2.42,SH38,4.42,0,5.93,0,0,5.93
O1817,2026-08-10 17:27:04.884470,2026-08-10 19:27:04.884470,San Francisco,Petco,S28,37.723846077241575,-122.36097356760793,C654,37.6626114151119,-122.39731389743274,shop_and_deliver,on_demand,1,6,85.0,12.49,3.52,SH33,5.0,0,7.73,2,0,9.73
O1818,2026-08-10 08:44:14.044256,2026-08-10 12:44:14.044256,Austin,Walgreens,S99,30.2333500609341,-97.7325470066329,C1133,30.241027810385273,-97.7038840896815,delivery_only,same_day,1,3,12.39,1.41,0.41,SH93,4.67,1,4.48,0,0,4.48
O1819,2026-08-10 14:14:52.663353,2026-08-10 16:14:52.663353,Birmingham,Meijer,S20,33.52700785028179,-86.86712619800541,C1537,33.529829046364895,-86.8549863034908,shop_and_deliver,on_demand,0,10,133.65,16.3,8.73,SH19,4.44,1,8.08,1,0,9.08
O1820,2026-08-10 08:01:29.862034,2026-08-10 10:01:29.862034,Los Angeles,CVS,S54,34.00348455142109,-118.11082708882626,C1166,34.03035979618247,-118.08645949513576,shop_and_deliver,on_demand,1,6,35.22,4.05,1.43,SH61,4.66,0,7.63,0,0,7.63
O1821,2026-08-10 10:41:02.063725,2026-08-10 12:41:02.063725,Birmingham,Meijer,S6,33.46682103992209,-86.86767150590272,C1988,33.50028866384945,-86.93675499401421,delivery_only,on_demand,1,13,60.4,5.11,2.39,SH8,4.58,0,8.94,0,0,8.94
O1822,2026-08-10 10:22:33.793392,2026-08-10 12:22:33.793392,Birmingham,Kroger,S10,33.49454513179286,-86.81830740284093,C331,33.502641249505736,-86.7794836962112,delivery_only,on_demand,0,15,170.48,17.55,8.93,SH13,4.62,0,8.66,0,0,8.66
O1823,2026-08-10 08:42:18.991972,2026-08-10 12:42:18.991972,Austin,Target,S107,30.336933958984933,-97.81577573371159,C602,30.33059413742635,-97.74101955378018,delivery_only,same_day,1,14,139.4,18.5,4.84,SH80,4.52,1,7.78,0,0,7.78
O1824,2026-08-10 16:25:14.414592,2026-08-10 20:25:14.414592,Austin,Petco,S121,30.206076006798973,-97.76082921898866,C333,30.15613127012986,-97.7732200961462,delivery_only,same_day,1,12,166.12,18.08,8.88,SH96,5.0,0,7.74,0,1,8.74
O1825,2026-08-10 08:35:25.289918,2026-08-10 12:35:25.289918,San Francisco,Petco,S44,37.742355779859,-122.47016241082054,C2011,37.7765526054735,-122.48211195082098,shop_and_deliver,same_day,1,17,224.64,20.65,10.88,SH27,4.42,0,8.04,0,1,9.04
O1826,2026-08-10 15:58:44.008093,2026-08-10 19:58:44.008093,Birmingham,Petco,S7,33.539746671732985,-86.79030243111211,C709,33.601953795862286,-86.74996607333094,shop_and_deliver,same_day,1,16,163.22,23.1,8.91,SH12,4.97,0,8.81,0,2,10.81
O1827,2026-08-10 14:18:03.694811,2026-08-10 16:18:03.694811,Austin,Lowe's,S106,30.270865930472745,-97.66762538561441,C2881,30.27720543699723,-97.59364202618798,shop_and_deliver,on_demand,1,12,80.61,9.05,4.62,SH98,4.58,0,6.89,2,0,8.89
O1828,2026-08-10 09:30:23.575292,2026-08-10 11:30:23.575292,Los Angeles,Kroger,S73,34.12276483577223,-118.33097851377869,C109,34.20074520325447,-118.22501079458902,delivery_only,on_demand,1,13,168.58,15.01,6.99,SH59,4.77,0,8.59,0,2,10.59
O1829,2026-08-10 12:05:59.271667,2026-08-10 16:05:59.271667,Austin,Walgreens,S110,30.349848110511292,-97.74083152022781,C963,30.338648862655162,-97.77377527539126,shop_and_deliver,same_day,1,14,63.27,5.25,3.23,SH98,4.58,0,8.17,1,0,9.17
O1830,2026-08-10 14:07:42.939464,2026-08-10 16:07:42.939464,Los Angeles,Publix,S58,33.99246349294503,-118.30824785168676,C1780,34.00565621968554,-118.37372452535449,shop_and_deliver,on_demand,1,12,85.2,10.92,4.92,SH58,4.41,0,9.34,0,0,9.34
O1831,2026-08-10 16:10:16.068352,2026-08-10 20:10:16.068352,Austin,Walgreens,S112,30.30759337545154,-97.68394146611278,C2739,30.298521242165098,-97.74258807663475,shop_and_deliver,same_day,1,5,51.83,4.15,3.29,SH87,5.0,0,5.66,0,0,5.66
O1832,2026-08-10 10:50:27.438115,2026-08-11 10:50:27.438115,Birmingham,Petco,S4,33.53680070211378,-86.77294693599671,C293,33.5214023389769,-86.78764184307207,shop_and_deliver,next_day,1,3,28.03,3.89,1.11,SH8,4.58,0,7.04,0,0,7.04
O1833,2026-08-10 17:17:31.562233,2026-08-10 19:17:31.562233,San Francisco,Kroger,S24,37.720327274669266,-122.4403603603084,C549,37.76612051313937,-122.44556542461176,shop_and_deliver,on_demand,1,13,85.66,7.91,2.99,SH31,4.81,0,8.84,0,0,8.84
O1834,2026-08-10 11:52:09.707521,2026-08-10 15:52:09.707521,Birmingham,Walgreens,S2,33.536358527155464,-86.87231664472036,C1808,33.50835024786256,-86.92409265445445,delivery_only,same_day,0,20,93.66,10.24,6.32,SH13,4.62,0,8.84,1,0,9.84
O1835,2026-08-10 14:10:16.620103,2026-08-10 18:10:16.620103,Austin,Walgreens,S110,30.349848110511292,-97.74083152022781,C298,30.368757135912766,-97.71803818002002,shop_and_deliver,same_day,1,9,45.19,5.94,1.93,SH76,4.43,0,6.74,0,0,6.74
O1836,2026-08-10 17:14:45.118508,2026-08-10 21:14:45.118508,Austin,Meijer,S108,30.23909823024395,-97.7843816311471,C2638,30.194358663922326,-97.81240140961931,shop_and_deliver,same_day,1,4,51.27,5.27,3.57,SH95,4.55,1,5.44,0,0,5.44
O1837,2026-08-10 11:10:07.037634,2026-08-10 13:10:07.037634,Austin,Kroger,S120,30.2917780951638,-97.82603050700125,C1263,30.340329152453457,-97.75621373496362,shop_and_deliver,on_demand,1,8,54.6,6.47,3.54,SH80,4.52,1,7.6,0,2,9.6
O1838,2026-08-10 16:16:30.954607,2026-08-11 16:16:30.954607,Austin,Lowe's,S109,30.251156171289253,-97.7918586112811,C2838,30.306961565419055,-97.73292009087493,shop_and_deliver,next_day,1,8,90.11,10.82,5.75,SH79,5.0,1,6.6,0,0,6.6
O1839,2026-08-10 10:24:19.410954,2026-08-10 12:24:19.410954,Los Angeles,CVS,S85,34.047884126075864,-118.25917275710412,C453,34.09626979532175,-118.31243873813044,shop_and_deliver,on_demand,1,17,205.62,20.74,12.74,SH63,4.5,0,8.71,0,0,8.71
O1840,2026-08-10 08:30:17.928470,2026-08-10 10:30:17.928470,San Francisco,Petco,S44,37.742355779859,-122.47016241082054,C1963,37.74880365322096,-122.4835363503903,shop_and_deliver,on_demand,1,11,142.59,13.46,7.64,SH47,4.98,0,8.67,0,0,8.67
O1841,2026-08-10 10:02:51.437162,2026-08-10 14:02:51.437162,Birmingham,Publix,S13,33.5510553569458,-86.81931013464548,C2638,33.52592482704982,-86.74297834316053,shop_and_deliver,same_day,1,5,39.51,4.58,1.57,SH11,4.56,0,7.03,0,1,8.030000000000001
O1842,2026-08-10 13:57:38.071829,2026-08-10 15:57:38.071829,Los Angeles,Walgreens,S64,33.97349126319772,-118.17523509541644,C2601,33.97431676503355,-118.19949466350698,delivery_only,on_demand,1,9,127.69,13.11,5.7,SH59,4.77,0,6.39,0,0,6.39
O1843,2026-08-10 11:49:54.630668,2026-08-10 15:49:54.630668,Los Angeles,Kroger,S57,33.97626281885158,-118.18480871814806,C409,33.97168252097705,-118.14188568367148,delivery_only,same_day,1,15,77.26,10.8,3.26,SH61,4.66,0,7.59,5,1,13.59
O1844,2026-08-10 09:41:15.141228,2026-08-10 11:41:15.141228,Birmingham,Walgreens,S2,33.536358527155464,-86.87231664472036,C605,33.57519485543654,-86.90850764447761,shop_and_deliver,on_demand,1,5,53.78,6.38,2.46,SH9,4.53,0,5.31,3,0,8.309999999999999
O1845,2026-08-10 14:17:23.448152,2026-08-11 14:17:23.448152,Birmingham,Meijer,S5,33.438754084224875,-86.77044022099197,C198,33.513413761446806,-86.84024561783303,shop_and_deliver,next_day,1,8,88.36,8.41,6.16,SH4,4.61,0,8.0,0,2,10.0
O1846,2026-08-10 16:43:10.982610,2026-08-10 18:43:10.982610,San Francisco,Kroger,S27,37.74801990184271,-122.44384717931551,C993,37.72513442724497,-122.42407360144486,delivery_only,on_demand,0,11,58.19,8.68,2.72,SH29,4.44,1,7.83,3,0,10.83
O1847,2026-08-10 16:50:16.210957,2026-08-10 18:50:16.210957,San Francisco,Petco,S28,37.723846077241575,-122.36097356760793,C2651,37.6931974530858,-122.37147459290735,shop_and_deliver,on_demand,0,5,24.79,3.13,1.25,SH50,4.76,1,5.7,0,0,5.7
O1848,2026-08-10 11:42:46.843517,2026-08-10 13:42:46.843517,Birmingham,Petco,S8,33.50635010335558,-86.84797875476436,C1656,33.43238326262837,-86.85551629134173,shop_and_deliver,on_demand,1,5,28.17,3.01,1.23,SH21,4.98,0,5.1,0,0,5.1
O1849,2026-08-10 14:58:57.019644,2026-08-10 16:58:57.019644,San Francisco,Petco,S37,37.831505451446695,-122.37753034108806,C881,37.79535929499469,-122.38335697141977,shop_and_deliver,on_demand,0,40,555.84,71.6,31.38,SH33,5.0,0,13.66,0,1,14.66
O1850,2026-08-10 16:02:37.474265,2026-08-10 18:02:37.474265,Austin,Meijer,S117,30.217250272103172,-97.83533305311411,C2415,30.234566472943897,-97.82150060440767,delivery_only,on_demand,0,12,174.27,15.26,11.35,SH95,4.55,1,9.04,0,0,9.04
O1851,2026-08-10 13:36:08.260444,2026-08-10 17:36:08.260444,Austin,Target,S102,30.230584401031255,-97.80920145066278,C824,30.112973383863693,-97.7988837418698,shop_and_deliver,same_day,0,19,81.13,7.71,3.38,SH91,4.74,0,8.79,1,0,9.79
O1852,2026-08-10 10:05:29.874544,2026-08-10 12:05:29.874544,San Francisco,Publix,S45,37.798274191964765,-122.37374385931817,C77,37.76875261240774,-122.40004444765053,shop_and_deliver,on_demand,1,7,99.95,12.81,3.77,SH46,3.86,0,6.49,1,0,7.49
O1853,2026-08-10 16:02:13.250363,2026-08-11 16:02:13.250363,Birmingham,Kroger,S12,33.535234622395166,-86.8920389257104,C482,33.47937713527595,-86.85333668707061,shop_and_deliver,next_day,1,14,196.27,21.18,10.79,SH17,4.79,1,8.42,1,0,9.42
O1854,2026-08-10 11:29:22.891440,2026-08-10 13:29:22.891440,Birmingham,CVS,S16,33.55176194477219,-86.82117255112688,C1240,33.56509635103362,-86.79441024036615,delivery_only,on_demand,1,3,15.58,1.31,1.02,SH8,4.58,0,4.64,0,0,4.64
O1855,2026-08-10 13:36:24.364683,2026-08-10 17:36:24.364683,Los Angeles,Target,S61,34.09250540341041,-118.18948836453357,C1744,34.093367478178884,-118.17712572070307,delivery_only,same_day,1,2,9.93,0.98,0.52,SH62,5.0,0,6.16,2,0,8.16
O1856,2026-08-10 08:52:35.865613,2026-08-10 12:52:35.865613,Los Angeles,CVS,S93,34.0072235223084,-118.20016899139084,C2663,34.03887828386089,-118.27130072541696,shop_and_deliver,same_day,1,11,91.56,12.45,5.76,SH69,4.56,0,7.1,0,0,7.1
O1857,2026-08-10 13:36:57.370424,2026-08-10 15:36:57.370424,Birmingham,Publix,S13,33.5510553569458,-86.81931013464548,C2772,33.557705652935006,-86.84908902796045,shop_and_deliver,on_demand,1,9,41.83,4.14,1.47,SH8,4.58,0,5.82,1,0,6.82
O1858,2026-08-10 11:16:33.384541,2026-08-10 13:16:33.384541,Austin,Meijer,S117,30.217250272103172,-97.83533305311411,C1929,30.23014697544083,-97.70902306077349,delivery_only,on_demand,0,1,9.45,0.9,0.53,SH79,5.0,1,6.67,0,0,6.67
O1859,2026-08-10 13:36:39.051166,2026-08-10 17:36:39.051166,San Francisco,Petco,S44,37.742355779859,-122.47016241082054,C2795,37.757522534861806,-122.4829659517725,shop_and_deliver,same_day,1,16,201.73,22.72,9.85,SH27,4.42,0,8.61,0,0,8.61
O1860,2026-08-10 09:36:42.883577,2026-08-10 11:36:42.883577,San Francisco,Lowe's,S43,37.78743008551334,-122.4146190690438,C975,37.78904775074109,-122.3943904297725,shop_and_deliver,on_demand,0,5,35.62,4.91,1.26,SH38,4.42,0,5.2,0,0,5.2
O1861,2026-08-10 10:32:25.788451,2026-08-10 12:32:25.788451,Los Angeles,Petco,S86,33.96948079283817,-118.18004623359575,C1760,33.918815228750404,-118.25139805397386,delivery_only,on_demand,1,38,552.61,50.01,30.21,SH61,4.66,0,13.09,0,0,13.09
O1862,2026-08-10 15:53:22.824367,2026-08-10 19:53:22.824367,Birmingham,CVS,S22,33.58966892307698,-86.792778003814,C2839,33.582390937354155,-86.85453860505801,delivery_only,same_day,1,33,149.73,15.88,8.92,SH8,4.58,0,12.66,1,2,15.66
O1863,2026-08-10 08:50:32.536659,2026-08-10 10:50:32.536659,Los Angeles,Walgreens,S96,34.09584168877215,-118.3405667961779,C371,34.01466228929672,-118.25381816925547,shop_and_deliver,on_demand,1,7,55.08,5.39,1.94,SH69,4.56,0,8.16,0,0,8.16
O1864,2026-08-10 11:41:13.138294,2026-08-10 15:41:13.138294,San Francisco,Publix,S52,37.71573425566375,-122.41811032369068,C1113,37.73684430148743,-122.396462346091,shop_and_deliver,same_day,1,7,31.59,2.65,1.13,SH41,4.55,0,5.34,0,0,5.34
